gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,657.74,No
Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.27,688.66,No
Female,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),54.84,652.28,No
Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,944.6,No
Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.74,1748.77,Yes
Male,0,No,Yes,33,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,74.12,2426.92,No
Female,1,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,95.23,No
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.31,972.95,No
Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,94.84,1445.57,No
Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.87,3749.6,No
Female,0,No,No,46,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,76.12,3489.86,No
Female,0,No,No,3,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.25,204.67,No
Female,0,No,No,30,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.1,1869.43,No
Female,0,Yes,No,27,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),63.45,1742.75,No
Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),75.06,1813.17,No
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.66,286.5,No
Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,96.12,2308.54,No
Male,0,Yes,No,30,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,79.6,2403.19,No
Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.08,482.76,No
Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),78.54,5671.21,No
Male,0,No,No,72,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,52.47,3804.94,No
Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,61.29,511.49,No
Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.05,325.74,Yes
Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.27,59.68,Yes
Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.97,1002.6,No
Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.24,263.5,No
Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.53,382.72,No
Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,100.95,3750.58,No
Female,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.27,1300.54,No
Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,79.02,2637.48,No
Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.12,918.8,No
Female,1,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,57.26,1082.75,No
Male,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.22,1720.93,Yes
Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,83.88,4367.42,No
Female,0,No,No,14,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,661.7,No
Male,0,No,No,43,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),68.86,2944.48,Yes
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),78.55,2924.17,No
Male,1,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,59.84,327.45,No
Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,76.22,3565.05,No
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.57,136.68,No
Female,0,Yes,No,11,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,47.14,532.68,Yes
Female,0,No,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),61.81,696.86,No
Male,1,Yes,No,37,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,58.3,2166.3,No
Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,88.0,702.66,No
Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),94.73,4816.58,No
Male,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,99.23,1781.41,No
Male,0,No,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,57.76,382.83,No
Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,81.62,3302.81,No
Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.11,1451.45,No
Male,0,No,Yes,4,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),89.04,392.1,Yes
Male,1,No,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.45,650.41,Yes
Male,0,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.07,676.38,Yes
Female,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.63,366.43,No
Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.51,1971.71,No
Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,74.87,1084.4,No
Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.11,1578.3,Yes
Female,0,No,Yes,8,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.83,401.02,No
Female,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,66.25,2789.2,No
Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.29,173.49,Yes
Male,1,No,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.36,5851.78,No
Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,146.49,No
Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.12,323.38,No
Male,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,63.01,795.53,No
Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),94.09,2177.25,Yes
Male,1,Yes,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.62,700.12,Yes
Female,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,48.77,2430.51,No
Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.89,1112.75,No
Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,98.52,1468.49,No
Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,73.05,995.16,Yes
Female,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.59,774.11,No
Male,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),95.92,393.33,Yes
Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,83.81,1061.4,No
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.52,914.46,Yes
Female,0,Yes,Yes,25,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,52.64,1345.3,No
Male,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.91,1356.34,No
Male,1,No,No,48,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,52.84,2536.24,No
Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),86.09,1895.73,Yes
Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,84.23,249.12,Yes
Female,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.42,583.14,Yes
Male,1,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.14,540.34,Yes
Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,61.11,No
Female,0,No,No,18,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,57.15,1022.71,No
Female,1,No,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.12,79.56,Yes
Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,71.92,1036.96,No
Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,50.82,15.15,No
Male,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,79.08,1817.48,No
Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,609.71,No
Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),59.69,3122.31,No
Female,0,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,495.48,No
Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,210.02,No
Male,1,No,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),113.54,1826.85,Yes
Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,90.94,2849.43,No
Male,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,49.93,748.19,No
Female,0,No,No,10,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,57.33,563.14,Yes
Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.64,146.72,Yes
Female,0,No,No,31,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,81.01,2509.76,No
Male,0,No,No,68,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.75,4810.31,No
Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.88,539.22,Yes
Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,81.44,306.32,No
Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,53.6,707.28,No
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,90.58,2468.51,No
Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,98.14,778.02,No
Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.88,136.31,Yes
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.42,444.48,Yes
Female,0,No,No,68,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,62.63,4251.9,No
Female,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),85.47,5881.85,No
Female,0,No,Yes,15,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),53.65,766.89,No
Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),76.79,2474.14,Yes
Male,1,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.73,773.92,No
Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.47,2765.22,No
Female,0,Yes,No,20,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.38,1166.86,No
Male,1,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.52,174.49,No
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,84.31,2162.72,No
Female,0,No,Yes,48,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,47.19,2254.36,No
Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,85.02,1785.2,No
Male,0,Yes,Yes,3,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),75.13,217.01,No
Male,0,Yes,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.73,778.41,Yes
Female,0,No,No,31,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,40.01,1196.06,No
Male,0,Yes,No,28,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.6,1753.02,No
Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.64,136.01,No
Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,79.85,2735.38,No
Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),85.08,2722.32,Yes
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,80.64,2078.92,No
Male,0,No,Yes,15,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,42.1,628.48,No
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,94.99,2189.36,No
Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,82.04,1775.46,No
Female,1,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.61,130.17,Yes
Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.8,2022.03,No
Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.94,656.5,No
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.57,838.11,Yes
Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.48,614.67,No
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,70.4,289.05,Yes
Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),82.13,1788.76,No
Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.78,1791.4,No
Male,0,Yes,No,15,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.68,1222.73,No
Female,0,Yes,Yes,30,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,84.6,2542.67,No
Male,1,Yes,No,27,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.89,2081.19,No
Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,384.89,No
Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),86.49,3805.28,No
Male,1,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),81.02,4495.57,No
Male,0,Yes,Yes,29,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.57,1525.52,No
Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.84,41.27,No
Male,1,Yes,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.55,370.36,Yes
Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.49,560.01,No
Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),57.49,257.34,No
Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.5,626.65,No
Male,1,Yes,No,44,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),78.64,3463.36,No
Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,85.69,569.12,No
Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.52,202.66,No
Male,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.9,2749.5,Yes
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,79.49,1645.89,No
Female,0,No,No,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),86.82,750.6,No
Female,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,89.88,No
Female,0,Yes,No,37,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,47.89,1795.95,No
Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.92,1616.19,No
Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.38,2088.18,No
Female,0,No,No,43,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),41.61,1785.51,No
Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,2493.31,No
Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),54.18,1164.42,No
Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.76,370.16,No
Female,0,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.73,1137.08,Yes
Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.38,661.39,Yes
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.32,257.01,No
Male,1,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.63,733.54,Yes
Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,75.69,1521.15,No
Female,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,55.72,1377.52,Yes
Female,0,No,No,7,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.15,609.34,Yes
Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),79.84,61.03,Yes
Female,0,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,58.55,1918.85,No
Female,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),84.21,1953.04,Yes
Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.16,3967.97,No
Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,51.38,1276.93,Yes
Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),83.82,6038.05,No
Female,0,No,No,1,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,65.54,78.97,Yes
Female,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.22,142.05,No
Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.34,163.75,Yes
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.72,296.53,Yes
Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,588.17,No
Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,89.67,742.99,Yes
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.48,149.56,Yes
Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,84.1,4374.54,No
Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,43.88,2868.38,Yes
Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),99.58,2292.02,No
Female,0,No,No,28,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),57.28,1573.68,No
Female,1,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),70.22,487.4,Yes
Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,85.7,261.59,Yes
Male,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.18,389.45,Yes
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),90.41,608.53,Yes
Female,0,Yes,No,33,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),83.01,2720.92,Yes
Female,1,No,No,25,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,54.49,1335.03,No
Male,1,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),58.82,1938.09,Yes
Female,0,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),93.82,3184.72,No
Female,0,Yes,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.4,175.75,No
Female,0,Yes,Yes,14,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1181.31,Yes
Female,0,No,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.66,1278.5,No
Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,89.64,3578.35,Yes
Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,97.41,501.28,No
Male,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),48.41,1271.34,No
